Review,Score,ThumbsUp,CreatedAt
"ketika pemesanan gofood terkadang resto terlalu menggunakan banyak waktu, diawal estimasi 30-40 menit, tiba tiba bisa bisa sampai 1 jam lebih, dan customer tidak bisa membatalkan ataupun menghubungi resto dan setelah menunggu dalam waktu yg cukup lama, tiba tiba pesanan dibatalkan tanpa alasan yg jelas. saran untuk resto, kalau memang tidak memungkinkan untuk menerima pesanan, batalkan saja langsung, jangn nunggu lama,kasihan customer sudah terlalu lapar dan harus menunggu lama makanan ny.",1,0,2025-05-24 20:22:05
"Bagus sih, tapi jujur aja , yg spin tokennya agak kelihatan CURANG dan LICIK , misalnya: ada 2-3 kesempatan biasanya keluar dua digit(40 - 70+) tapi kalau misalnya kesempatan spinnya disimpan2 seperti 30 ataw 40an spin, angka yg di dapat Rata rata satu digit (1,2,3,4-9) atw kadamg kadang 2 digitnya jg cman 10-30,. Amgka2 besarnya cman numpang lewat doang tapi gak perna di dapat",3,0,2018-10-12 18:44:00
"Semakin kesini semakin pusing aplikasinya , jangan menambahkan hala hal yang tidak perlu di aplikasi , ada pengirim cepat sedang dan lama , saya pesan goofood , dan langsung tekan pengiriman , ternyata driver gojek juga membawa pesanan yang lain , jadi lama sampainya , apa boleh membawa dua orderan ? Dulu saya rasa tidak boleh dan itu aturan yang betul . Makanan mau saya bawa ke luar kota , jadinya saya batal kan . Jangan membuat pembaruan yang tidak penting!!!!!!",1,12,2024-10-31 15:47:50
"gojek sekarang lemot banget ya? loading nya lama banget, bahkan sampai gagal berkali-kali, padahal wifi dirumah stabil-stabil aja, coba buka aplikasi lain juga lancar jaya. tolong dong lebih di tingkatkan lagi, saya suka kesel sendiri dan sering banget ga nafsu lagi kalo mau pesen gofood krn kelamaan load.",3,30,2022-10-19 16:46:03
"Gara gara Versi android 5.0 5.1 engga bisa lagi, jadi engga narik lagi !! Handphone yang satu lagi engga bisa di pake gara gara LCD pecah , handphone cadangan malah engga bisa padahal sebelumnya bisa 😠 kebanyakan Upgrade malah nyusahin...",1,4,2022-09-16 20:38:54
"Saya ada kendala dengan akun gojek_plus saya, saya benar-benar kecewa sekali, disaat membutuhkan, respon dari aplikasi tidak ada tindakan sama sekali. aplikasi saya tidak ada perkembangan & perubahan. Harusnya bisa di tangani via telp. Pelit banget sih, perusahaan kan sudah banyak di untungkan.",1,1,2021-12-05 01:04:07
"saya sangat terbantu dengan adanya aplikasi ini, khususnya gofood namun saya sedikit kecewa dengan pelayanan restorannya,,, saya harap gojek bisa lebih selektif memilih restoran karena ada beberapa hal yg tidak sesuai pesanan saya,, dan berbeda dengan nota yg ada,, saya harap rating tidak hanya di terapkan pada driver tapi di terapkan juga pada restorannya,, kalau sudah gini saya bingung mau komplain pada siapa,,,, selebihnya gojek sangat membantu terimakasih",3,1,2019-03-18 18:00:28
"GO-JEK ini lumayan bagus, tapi kadang kalau mau mesen suka sedikit lama buat dapetin drivernya. Trus pas udah dapet, drivernya nanya posisi pas mau di bales harus pake sms, kenapa ga langsung dari aplikasinya.?? Biar cepet..  Kalau bisa di updetan selanjutnya bikin simple aja...😊😊",4,0,2022-01-06 14:06:10
Aplikasi ini terlalu pelit dengan promo kebanyakan promo ongkir itupun cuma separuh harga.gak kayak Aplikasi sebelah... yg berani free ongkir dan bayar separuh harga dari total belanja full.padahal keuntungan udah d dapet dari driver dan toko yg bekerja sama tapi tetep aja Medit ama promo.,1,0,2019-08-14 15:09:25
"Tolong di tambah untuk Gofood di kasih komentar untuk penjual makanannya. Karena saya sering sekali kecewa dengan penjualnya faktor kelamaan masaknya, pernah juga makanannya gak sesuai dengan iklannya. Dll.",5,0,2023-07-20 14:29:20
"Beli listrik prabayar token tidak masuk masuk lebih dari 3x24jam, saldo sudah terpotong.. Lapor, hanya dijawab sudah diteruskan kepada pihak terkait tanpa ada solusi ( kembalikan saldo atau kirimkan tokennya ). Tidak sesuai dgn iklan di TV kalo ada kendala dgn gojek pasti beres... Halu",1,3,2022-08-16 08:41:00
Jek aplikasi nya semakin berat..ini fatal..gak semua konsumen punya hp spek tinggi.. Login terlalu ribet.. Dapet sms link buat masuk..tp link di sms nya gak bisa di klik..gak bisa otomatis ngeditek..piye mbunder gini aplikasi..itu IT dari microsof gimana kerja nya..malah makin ruwet..,3,12,2021-02-16 16:08:19
"Dear bapak ibu khususnya di bagian GOPAY. Saya telah mengkoneksikan akun prakerja saya dengan menggunakan gopay dan ternyata ada perbedaan nomor NIK Berulang kali saya email, telepon, mengirimkan data yg diminta tetapi sudah 2 bulan lebih tidak ada realisasinya sama sekali Apakah untuk perubahan nomor NIK memerlukan waktu begitu lama? Tetapi untuk mengubah email, nomor telepon apalagi kalau trf gopay kenapa cepat? Apakah memang terlalu sibuk para petugas yg menginput datanya?",1,0,2020-07-04 00:17:56
"Aplikasi sering nge-hang. Tiba² ""tutup aplikasi"" Sangat gak nyaman ya, apalagi posisi lagi order makanan, lagi pilih² menu nya trs tiba² ga bisa di touch samsek trs muncul ""tutup aplikasi"" 🤦🏻‍♀️. & Kasian driver nya kadang udh nunggu lama, tp apk nya ga bisa di pake. Sbgai custumer saya ga tau klo driver nya udh nympe. Cuma gara² apk nya tiba² nge-hang.",1,961,2023-11-18 22:44:10
"Sebelumnya udah bagus padahal, promo nya masuk akal dan murah murah,eh malah dapet vocer diskon yang membagong kan ,ku kira mungkin itu bug makanya ku lihat di playstore ternyata ada update baru dan langsung ku update, tapi ternyata tulisanya tak berubah ,waw Vocer diskon yang sangat familyfrenly diskon 5% max Rp10.000 ,sangat murah hati,tapi minimal pembeliannya ya gak Rp200.000 juga kocak...., saran aja sih kalau ga niat kasih vocer ,mending ga usah di kasih sekalian aja.",3,5,2023-03-21 11:00:33
"Sangat kecewa,sudah membuat laporan perihan pesanan gofood yang tidak sesuai (jumlah pesanan kurang),tapi tidak ada kejelasan tentang penyelesaiannnya. Percuma ada customer service kalo laporan pelanggan ga diproses !!! Gak guna",4,0,2024-06-27 21:54:40
"apk sangat membantu tapi harus selalu di update agar selalu bisa dipake ,, dan jika sudah di update saldo go pay dan poin perjalanan akan hilang/hangus .. mohon untuk di perbaikin lagi untuk saldo dan poin perjalananya ,, sayang soalnya saldo go pay saya masih lumayan banyak udah hangus gitu aja",2,0,2019-03-01 11:06:47
"oi gojek orderan reguler/instan jngn lu gabungin ke multi, banyak seler/pelanggan yg ngeluh karena ini, apalagi customer/penerima barang harusnya paling lambat 2 jam barang sampai, ini lebih dari 3 jam baru sampai, mau sampai kapan kaya gini",1,1,2026-04-13 14:44:52
"Tolong kembalikan fitur cancel di gofood tanpa melihat super partner atau bukan, barusan kejadian saya klik tombol ganti menu pesanan ko malah orderan sudah masuk k toko, mau di batalkan gak ada fitur utk pembatalan. Kesalahan aplikasi malah membuat pihak konsumen dan driver di rugikan. Tep call center malah ga di ksih solusi. dipaksa untuk melanjutkan order oleh pihak call center, padahal sudah saya jelaskan kronologinya, bahwa itu error dari aplikasi. Mohon ditindak jg petugas call centernya",1,0,2021-08-08 23:28:59
Sekarang kalau gak sengaja kepencet pesan gofood susah banget batalinnya bahkan gabisa dibatalin. Ini kalau saya lagi gak megang uang gimana coba. Untung ada uangnya. Tolong ya developernya ditanganin masalah ini. Tombol batalin pesanannya jangan kecepetan. Heran saya kalau salah pesan bagaimana coba?,1,1,2021-06-23 19:22:45
"Tidak bisa membatalkan pesanan. Saya kecewa. Saya salah pencet, tetapi ternyata tidak bisa dibatalkan. Saya berharap ada kebijakan yang menguntungkan customer dan juga mitra, bukan hanya salah satu pihak saja. Mohon ditinjau lagi untuk kebijakan membatalkan pesanannya.",1,0,2021-03-05 19:31:30
Sebenarnya sih bagus gojek tapi masih ada yang kurang bagian tunanetra tidak bisa tahu menitnya tidak disebutkan pada saat di jemput bagi yang pengembangnya go-jek tolong diusahakan di pembaca layar menitnya itu berjalan di Sebutkan pembaca layar pada saat kita dijemput untuk tunanetra,4,0,2019-10-17 13:46:03
"Saya sering memsan gocar, tetapi saya sering juga mendapati driver berbeda dengan aplikasi dan kendaraan pun berbeda, kalau hanya kendaraan saja yg berbeda mungkin masih bisa dimaklumi.. tetapi kalau driver dan kendaraan berbeda kalau ada apa2 dengan saya.. terus saya bagaimana ??? Tolong pihak gojek untuk ditindak lanjuti masalah seperti ini.. agar kedepannya saya bisa tenang dan nyaman.. terimakasih..",1,31,2020-03-07 19:30:10
"foodnya Masya Allah bener, jarak resto ke rumah gak nyampe 2km gak ada hemat padahal jalan tikus banyak. udah kena biaya aplikasi yang buat harga beli langsung Ama online beda lumayan ongkir 24k udah gitu menurut driver bahkan dia dapet gak nyampe setengah nya.",1,3,2026-03-11 03:21:30
"Pada awalnya sih gak apa2 Gofood lebih mahal ongkirnya, Ada biaya bungkus, jasa aplikasi dan gojeknya. Tapi lama kelamaan lumayan juga uangnya. Klo bisa kaya dulu lagi ada ongkir gratis. Saya coba aplikasi tetangga, ternyata lebih murah, So jadi pindah dulu aja sementara. Saya pengguna apk ini dari dulu.",2,1,2021-06-19 16:54:17
"Tolong kasih tahu kalau ada kendala pada sistem saya butuh buru"" aplikasi error driver tidak ada yang muncul....saya jadi telat hari ini eror masal untuk layanan goride dicancel tidak bisa gimana pengguna gopay...tolong perbaiki jangan eror terus pembuat aplikasi asal apa IT yang tidak bisa aplikasi tidak sempurna kebanyakan update fitur dll",1,1,2023-09-12 08:32:07
pemakaian promo gofood udah ga kayak kemaren kemaren. yang biasanya promo bisa di tumpuk. sekarang hanya bisa satuan dan itu drastis banget si..sebelumnya sy sangat terbantu dikarenakan promo nya..tapi karena sekarang hanya bisa dipake satuan..jadi ga terlalu menarik lagi..sorry to say,3,5,2022-09-19 17:31:25
"setiap kali membuka gofood seringkali dapat pemberitahuan ""yah, internetnya mati..."" padahal wifi selalu hidup dan aman-aman aja dipakai streaming, dan anehnya cuma app gojek yang bermasalah padahal sudah versi yang terbaru. mengecewakan.",1,0,2022-08-01 19:39:02
Sebaiknya memberi pelatihan kepada Driver teeutama mobil untuk bisa membaca peta dan berjalan menuju titik ke peta lebih cepat dan tepat. Kalau tidak rekrut driver yang bisa menggunakan GPS atau membaca peta. Saya suka menunggu driver sampai ke lokasi penjemputan hingga 30 menit dan lebih karena mereka muter2 ga bisa baca peta. Buat aplikasinya lebih canggih jangan buat aplikasi driver dan penumpang stuck sehingga driver tidak terlihat bergerak sama sekali padahal penumpang sudah menunggu lama,3,29,2019-01-19 21:00:51
Sudah pesan dari jam setengah 2 siang dan tidak ada driver sekitar situ saat jam 2 pesan di apk lain dan sudah sampai tujuan baru dichat oleh driver saat jam 5 sore Terlalu lama mencari driver dan dari aplikasi pun tidak mau menghentikan secara otomatis mengakibat akun ke 2 saya di blacklist lagi dengan alasan yang sama Tolong lah pihak gojek memperbaiki masalah ini,1,0,2024-02-09 17:46:37
"untuk pengantaran gofood, gak bisa share live tracking",4,0,2026-06-25 11:17:43
Sangat membantu dalam proses pengiriman barang,5,0,2026-04-15 07:55:09
"Gojek Makin kesini sangat TIDAK membantu customer,cusServis lelet tidak memberikan penyelesain! jika resto yg terdaftar di2 aplikasi, hanya aktif digojek dimanfaatkan ongkir berkali2 lipat melambung diatas 50rb 3xlipat dibanding makananya,untuk potongan diskon kita harus beli dulu, itupun tidak bisa dipake kesemua transaksi!! potongan diskon 1-2 rb APA FUNGSINYA,sedangkan sekarang ada biaya tambahan2 pertransaksi,Sudah ngambil untung dari potongan resto, dari driver kosumen kena 3x lipat!",1,0,2023-11-05 22:39:25
"suka banget, simple, dan satset❤️",5,0,2026-06-14 00:49:40
"kenapa aplikasi gojek dan gopay saya tidak muncul sepenuhnya tampilan nya ya? it's like loading tapi yg bener² lama, padahal internet saya bagus. tapi fitur transaksi nya masih bisaa tapi ya itu tampilan nya ga tampil 100% bahkan saya mau komplain ke bot aplikasi nya juga gabisa, udh saya uninstal masih tetep kaya gitu. gimana ya ini",3,0,2026-07-02 19:40:14
"Mohon maaf untuk admin tolong di tinjau dengan sangat untuk pendaftaran akun customer untuk pendaftaran hanya bisa menggunakan nomor indonesia, apabila sudah lolos memperluas jaringan gojek bisa bersaing ke internasional baru bisa di buka di nomor negaranya masing', karena banyak penipuan lewat nomor dari akun customer yang menggunakan nomor luar negri, mohon untuk di pertimbangkan, karena menurut saya minusnya di situ admin terimakasih atas perhatiannya dan bisa mempertimbangkannya",5,13,2019-11-28 01:56:54
tolong perbaiki titik lokasinya masa g bisa pas kasian drivernya nyasar mulu,1,1,2026-05-17 21:56:42
"Padahal seneng banget pakai aplikasi ini, memudahkan kita dalam bertransaksi apapun. Biasanya tampilan baru itu lebih praktis lagi, tapi entah sekarang malah jadi ribet. Tagihan sudah dibayar, tapi terima pesan di inbox tentang peringatan tagihan. Auto panik khawatir ada tagihan yg kelewat. Tapi pas Mau cek ada tagihan gopay later atau ngga aja susahnya minta ampun. Dibiarin jadi bertambah bunga mau dibayar ribet tagihan ngga muncul. Bingung jadinya",3,116,2023-08-05 11:22:41
"Oke, hari ini goshop ya udah normal. Rate 3 dulu mau lihat fitur lainnya apakah normal seperti biasa ✅ Upgrade boleh tapi usahakan jgn mempersulitnya, tujuan aplikasi kan mempermudah supaya cepat. Jgn terlalu banyak suru input2 juga agak riweh kalo lagi buru2",3,3,2020-11-24 09:23:07
"Saran kalau semisal kita dapat driver posisi aplikasi mereka ON tolong jangan diterima secara otomatis. Terutama utk Go-Car, saya dapat driver tapi sering kali driver tidak bergerak! Dikira apk yg error atau gangguan jaringan ternyata sudah nunggu lama memang driver tidak bergerak hanya diterima otomatis oleh aplikasinya. Terima kasih",1,107,2025-10-04 17:27:01
Setelah updet jadi susah buat pesan goofood gambar muncul tapi tidak bisa di pilih. Kenapa jadi gitu ya?? Gambar juga lambat muncul padahal jaringan lagi bagus. Tolong perbaiki atau kembalikan versi sebelumnya,2,0,2019-11-05 12:19:08
Tolong dipertimbangkan lagi bosku masalah ongkos. Saya rasa gak pantas biaya pengiriman dengan jarak 50 meter sampai 12 ribu. Lagian saya naik sepeda motor bukan pesawat. Kalau bisa dibuat seperti dulu deh masalah ongkos. Jujur deh enakan yang dulu,5,0,2022-01-07 14:10:36
"Tolong di upgrade masalah jarak cus dengan drivernya, saya selalu mengalami masalah jarak jemput karna mungkin jarak yg di ambil itu garis lurus antara driver dengan cus pada map, padahal kenyataannya jarak driver dengan saya itu jauh jalannya..",3,1,2018-11-24 19:21:48
Sudah sering ngirim keluhan .pengaduan cuma slalu saja balasan nya suruh nunggu 3x24 untuk upgrade ke gopayplus..padahal saya menunggu sudah hampir satu bulan.. Sistem nya ga jelas mengecewakan pengguna ga konsisten .payah,1,0,2020-05-27 06:04:20
"Dear Gojek, saat ini order group dengan penggunaan diskon 50% tidak bisa berjalan dengan baik tolong diperbaiki",2,0,2026-06-09 14:17:16
"okesiii, tapi minta tolong aja kalau pasang makanan di aplikasi tuh yang bener yaaa, masa dipesan harga beda, ternyata pas udah sampai katanya harganya naik, udah berubah..",3,0,2026-07-04 11:10:33
"Tolong untuk pihak gojek, untuk memperbaiki sistem aplikasi yang sering macet. Karena setiap pesan makanan, di aplikasi terus menerus stuk di menit 13 atau 11. Jadi tolong sekali lagi perbaiki, supaya customer dapat mengetahui driver sudah dimana dan apakah sudah mengantarkan pesanan. Kalau sudah diperbaiki, nanti bintang 5.",3,19,2022-08-12 18:18:31
kurang responsif dan sering kali error,1,1,2026-04-17 18:53:51
"Setelah di update kenapa jadi nge BUG ya???!!!! Mau ganti pesanan gak bisa, pesanan yang satunya di hapus gak bisa, terus kalau dibuka loadimg terus padahal sinyal lancar, tolong ya dev, dibenahi lagi🙏",2,1,2022-12-11 17:42:19
"Walaupun fitur sudah banyak yang di perbaiki dan di perbarui, tetapi setelah sekian lama pemakaian gojek saya akhirnya menyesal, lokasi suka tidak sesuai, harga kurang bersaing, sistem paylaternya luar biasa memanfaatkan pelanggannya 🤣",1,0,2020-08-14 00:56:05
"Mau login susah banget, nunggu sms link berjam-jam gak masuk, giliran masuk dipake udah gak bisa, ngirim lagi dan terulang seperti itu terus, akhirnya tetep gak bisa masuk, padahal Go-pay ku banyak disitu :(",1,0,2021-03-09 08:50:33
"Sedikit kesulitan masuk ke akun gojek lama, karna nomor lama telah hangus dan mengganti nomor baru, dan ketika mendaftar lagi email lama tidak bisa dipakai karna sudah terdaftar. Kalo boleh saran jadikan akun email sebagai salah satu cara log in, tidak hanya nomor hp dan facebook saja. Terimakasih",4,0,2020-01-09 19:05:01
"Kenapa skrg tdk bisa input order manual di go-food? Susah sekali untuk memesan menu yg tdk ada di dalam daftar makanan, karena driver sering tidak detail membaca detail pesanan di catatan atau melalui pesan. Satu lagi, akhir2 ini aplikasi tidak bisa menemukan driver saat pesan resto di go-food, padahal jika menggunakan go-ride sangat banyak driver tersedia. Mohon diperbaiki segera, saya akan ganti bintang 5 setelah ada perbaikan. Thx",1,0,2019-06-14 02:52:58
"Untuk layanan antar mengantar itu udh cukup bagus banget, tp untuk go food terlalu banyak mengecewakan , tolong kalo bermitra dengan kuliner itu diliat dulu kualitasnya, jangan asal setujui bermitra , bnyak go food dsini jual mahal tp porsi secuil , tidak ada rasa menjunjung kualitas n kesenangan pelanggan ..",4,0,2019-08-22 15:23:01
